वेद प्रकाश शर्मा,https://hi.wikipedia.org/wiki/वेद_प्रकाश_शर्मा,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Urdu Version,Other Lang count
पीरज़ादा अब्दुल सतर,https://hi.wikipedia.org/wiki/पीरज़ादा_अब्दुल_सतर,No,No,No,No,No,No,No,No,0
इंदुमति बाबुजी पाटणकर,https://hi.wikipedia.org/wiki/इंदुमति_बाबुजी_पाटणकर,Yes,No,No,No,No,No,No,No,5
महाराज रणबीर सिंह,https://hi.wikipedia.org/wiki/महाराज_रणबीर_सिंह,Yes,No,Yes,Yes,Yes,No,No,No,9
सीमा पुजारे,https://hi.wikipedia.org/wiki/सीमा_पुजारे,Yes,No,No,No,No,No,No,No,2
होमी मोदी,https://hi.wikipedia.org/wiki/होमी_मोदी,Yes,No,No,No,No,No,No,No,1
मुसर्रत अली बिट्टन,https://hi.wikipedia.org/wiki/मुसर्रत_अली_बिट्टन,No,No,No,No,No,No,No,No,0
बीरबल साहनी,https://hi.wikipedia.org/wiki/बीरबल_साहनी,Yes,No,Yes,No,No,No,No,Yes,14
अल्फ्रेड ऑस्टिन,https://hi.wikipedia.org/wiki/अल्फ्रेड_ऑस्टिन,Yes,Yes,Yes,No,No,Yes,Yes,No,12
अनुजा चौहान,https://hi.wikipedia.org/wiki/अनुजा_चौहान,Yes,No,No,No,No,No,No,No,4
खेसारी लाल यादव,https://hi.wikipedia.org/wiki/खेसारी_लाल_यादव,Yes,No,No,No,No,No,No,No,1
अली मोहम्मद सागर,https://hi.wikipedia.org/wiki/अली_मोहम्मद_सागर,No,No,No,No,No,No,No,No,0
नवजीत ढिल्लों,https://hi.wikipedia.org/wiki/नवजीत_ढिल्लों,Yes,No,Yes,No,No,No,No,No,3
कजरी (हिन्दी फ़िल्म कलाकार),https://hi.wikipedia.org/wiki/कजरी_(हिन्दी_फ़िल्म_कलाकार),No,No,No,No,No,No,No,No,0
देवेन्द्र बीशू,https://hi.wikipedia.org/wiki/देवेन्द्र_बीशू,Yes,No,No,No,No,No,No,Yes,5
पोट्टि श्रीरामुलु,https://hi.wikipedia.org/wiki/पोट्टि_श्रीरामुलु,Yes,No,No,No,No,No,No,No,7
थेरेसा मे,https://hi.wikipedia.org/wiki/थेरेसा_मे,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,104
ब्रायन एक्टन,https://hi.wikipedia.org/wiki/ब्रायन_एक्टन,Yes,Yes,No,Yes,No,No,No,No,8
पोप जान पाल,https://hi.wikipedia.org/wiki/पोप_जान_पाल,Yes,No,No,No,No,No,Yes,Yes,20
त्रिलोक गुर्टू,https://hi.wikipedia.org/wiki/त्रिलोक_गुर्टू,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12
अस्साद कोटैट,https://hi.wikipedia.org/wiki/अस्साद_कोटैट,Yes,No,Yes,No,No,No,No,No,3
बी. एस. मर्ढेकर,https://hi.wikipedia.org/wiki/बी._एस._मर्ढेकर,Yes,No,No,No,No,No,No,No,2
विरेन्द्र सक्सेना,https://hi.wikipedia.org/wiki/विरेन्द्र_सक्सेना,Yes,No,No,No,No,No,No,No,1
मनोज कुमार अग्रवाल,https://hi.wikipedia.org/wiki/मनोज_कुमार_अग्रवाल,Yes,No,No,No,No,No,No,No,1
आंग सान सू की,https://hi.wikipedia.org/wiki/आंग_सान_सू_की,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,105
अनीता कंवर,https://hi.wikipedia.org/wiki/अनीता_कंवर,Yes,No,No,No,No,No,No,No,2
एहसान जाफ़री,https://hi.wikipedia.org/wiki/एहसान_जाफ़री,Yes,No,No,No,No,No,No,No,3
गेब्रियल गार्सिया मार्ख़ेस,https://hi.wikipedia.org/wiki/गेब्रियल_गार्सिया_मार्ख़ेस,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,141
लाला हनुमन्त सहाय,https://hi.wikipedia.org/wiki/लाला_हनुमन्त_सहाय,No,No,No,No,No,No,No,No,0
हरभजन सिंह,https://hi.wikipedia.org/wiki/हरभजन_सिंह,Yes,No,Yes,No,No,No,No,No,18
राम चन्‍द्र चौधरी,https://hi.wikipedia.org/wiki/राम_चन्‍द्र_चौधरी,No,No,No,No,No,No,No,No,0
अक्षय कपूर,https://hi.wikipedia.org/wiki/अक्षय_कपूर,Yes,No,No,No,No,No,No,No,3
रोमन सैनी,https://hi.wikipedia.org/wiki/रोमन_सैनी,Yes,No,No,No,No,No,No,No,4
बॉब सिम्पसन,https://hi.wikipedia.org/wiki/बॉब_सिम्पसन,Yes,No,Yes,No,Yes,No,No,Yes,6
गजेन्‍द्र सिंह,https://hi.wikipedia.org/wiki/गजेन्‍द्र_सिंह,No,No,No,No,No,No,No,No,0
गीतिका जाखड़,https://hi.wikipedia.org/wiki/गीतिका_जाखड़,Yes,No,No,No,No,No,No,No,7
अनमोल केसी,https://hi.wikipedia.org/wiki/अनमोल_केसी,Yes,No,No,No,No,No,No,No,6
दीपिका सिंह,https://hi.wikipedia.org/wiki/दीपिका_सिंह,Yes,No,No,No,No,No,No,Yes,7
अभयचरणारविंद भक्तिवेदांत स्वामी प्रभुपाद,https://hi.wikipedia.org/wiki/अभयचरणारविंद_भक्तिवेदांत_स्वामी_प्रभुपाद,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,46
युधिष्ठिर दास,https://hi.wikipedia.org/wiki/युधिष्ठिर_दास,Yes,No,No,No,No,No,No,No,2
राजेश शर्मा,https://hi.wikipedia.org/wiki/राजेश_शर्मा,Yes,No,No,No,Yes,No,No,Yes,4
कमभमपति हरिबाबू,https://hi.wikipedia.org/wiki/कमभमपति_हरिबाबू,Yes,No,No,No,No,No,No,No,2
चन्द्रकसी एम॰,https://hi.wikipedia.org/wiki/चन्द्रकसी_एम॰,Yes,No,No,No,No,No,No,No,2
ओ॰ पी॰ जैशा,https://hi.wikipedia.org/wiki/ओ॰_पी॰_जैशा,Yes,Yes,Yes,No,No,No,No,No,7
अशोक तापीराम पाटिल,https://hi.wikipedia.org/wiki/अशोक_तापीराम_पाटिल,Yes,No,No,No,No,No,No,No,3
हेस्नाम कन्हाईलाल,https://hi.wikipedia.org/wiki/हेस्नाम_कन्हाईलाल,Yes,No,No,No,No,No,No,No,2
शोंडा राइम्स,https://hi.wikipedia.org/wiki/शोंडा_राइम्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,29
रघु नन्दन मंडल,https://hi.wikipedia.org/wiki/रघु_नन्दन_मंडल,No,No,No,No,No,No,No,No,0
त्रिवेन्द्र सिंह रावत,https://hi.wikipedia.org/wiki/त्रिवेन्द्र_सिंह_रावत,Yes,Yes,No,No,No,No,No,Yes,6
ए के हंगल,https://hi.wikipedia.org/wiki/ए_के_हंगल,Yes,No,No,No,Yes,No,No,Yes,12
प्रियंवदा मोहंती हेजमादी,https://hi.wikipedia.org/wiki/प्रियंवदा_मोहंती_हेजमादी,Yes,No,No,No,No,No,No,No,3
अर्जुनदेव चारण,https://hi.wikipedia.org/wiki/अर्जुनदेव_चारण,Yes,No,No,No,No,No,No,No,1
पी॰ कश्यप,https://hi.wikipedia.org/wiki/पी॰_कश्यप,Yes,Yes,No,No,No,No,No,No,12
शंखलाल मांझी,https://hi.wikipedia.org/wiki/शंखलाल_मांझी,No,No,No,No,No,No,No,No,0
जॉन मैकवेन,https://hi.wikipedia.org/wiki/जॉन_मैकवेन,Yes,Yes,Yes,Yes,No,No,No,No,21
कैट स्टीवंस,https://hi.wikipedia.org/wiki/कैट_स्टीवंस,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54
आदिल रशिद,https://hi.wikipedia.org/wiki/आदिल_रशिद,Yes,No,No,No,No,No,No,No,4
हेलेन गिरि,https://hi.wikipedia.org/wiki/हेलेन_गिरि,Yes,No,No,No,No,No,No,No,3
ऋषिकेश पांडे,https://hi.wikipedia.org/wiki/ऋषिकेश_पांडे,Yes,No,No,No,No,No,No,No,2
इंदुमती काथरीसन,https://hi.wikipedia.org/wiki/इंदुमती_काथरीसन,Yes,No,No,No,No,No,No,No,1
लक्ष्मीपति बालाजी,https://hi.wikipedia.org/wiki/लक्ष्मीपति_बालाजी,Yes,No,No,No,No,No,No,No,5
क्योंनगए चांग,https://hi.wikipedia.org/wiki/क्योंनगए_चांग,Yes,Yes,Yes,No,No,No,No,No,5
प्रीति ज़िंटा,https://hi.wikipedia.org/wiki/प्रीति_ज़िंटा,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60
नीलमणि राउत्रे,https://hi.wikipedia.org/wiki/नीलमणि_राउत्रे,Yes,No,No,No,No,No,No,No,3
रेवती रमण सिंह,https://hi.wikipedia.org/wiki/रेवती_रमण_सिंह,No,No,No,No,No,No,No,No,0
भीखाजी कामा,https://hi.wikipedia.org/wiki/भीखाजी_कामा,Yes,No,Yes,No,No,No,Yes,No,12
बेलिंडा हेग्गट,https://hi.wikipedia.org/wiki/बेलिंडा_हेग्गट,Yes,No,No,No,No,No,No,No,2
पी॰ करुणाकरण,https://hi.wikipedia.org/wiki/पी॰_करुणाकरण,Yes,No,No,No,No,No,No,No,3
मराइस इरासमस,https://hi.wikipedia.org/wiki/मराइस_इरासमस,Yes,No,No,No,No,No,No,No,5
बी. के. हरिप्रसाद,https://hi.wikipedia.org/wiki/बी._के._हरिप्रसाद,No,No,No,No,No,No,No,No,0
मुहम्मद मुनीर,https://hi.wikipedia.org/wiki/मुहम्मद_मुनीर,Yes,No,No,No,No,No,No,Yes,2
जगजीत सिंह आनंद,https://hi.wikipedia.org/wiki/जगजीत_सिंह_आनंद,Yes,No,No,No,No,No,No,No,2
तुलसीदास महाराज (जय गुरुदेव),https://hi.wikipedia.org/wiki/तुलसीदास_महाराज_(जय_गुरुदेव),Yes,No,No,No,No,No,No,No,1
एडम सैंडलर,https://hi.wikipedia.org/wiki/एडम_सैंडलर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,70
विजय मांजरेकर,https://hi.wikipedia.org/wiki/विजय_मांजरेकर,Yes,No,No,No,No,No,No,No,4
दीपक पाराशर,https://hi.wikipedia.org/wiki/दीपक_पाराशर,Yes,No,No,No,No,No,No,No,1
अनुज साहनी,https://hi.wikipedia.org/wiki/अनुज_साहनी,No,No,No,No,No,No,No,No,0
सौगत रे,https://hi.wikipedia.org/wiki/सौगत_रे,No,No,No,No,No,No,No,No,0
अमेदिओ मोदिग्लिआनी,https://hi.wikipedia.org/wiki/अमेदिओ_मोदिग्लिआनी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,68
सर्गी ब्रिन,https://hi.wikipedia.org/wiki/सर्गी_ब्रिन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,74
मुक्ति मोहन,https://hi.wikipedia.org/wiki/मुक्ति_मोहन,Yes,No,No,No,No,No,No,No,3
उमराव सिंह यादव,https://hi.wikipedia.org/wiki/उमराव_सिंह_यादव,Yes,No,No,No,No,No,No,No,1
हसीब हमीद,https://hi.wikipedia.org/wiki/हसीब_हमीद,Yes,No,No,No,No,No,No,No,3
ईशा तलवार,https://hi.wikipedia.org/wiki/ईशा_तलवार,Yes,No,No,No,No,No,No,Yes,8
सुषमा सिंह,https://hi.wikipedia.org/wiki/सुषमा_सिंह,Yes,No,No,No,No,No,No,Yes,4
टॉम हैंक्स,https://hi.wikipedia.org/wiki/टॉम_हैंक्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,99
मुरुगन अश्विन,https://hi.wikipedia.org/wiki/मुरुगन_अश्विन,Yes,No,No,No,No,No,No,No,1
दुर्गा प्रसाद यादव,https://hi.wikipedia.org/wiki/दुर्गा_प्रसाद_यादव,No,No,No,No,No,No,No,No,0
तपन सिन्हा,https://hi.wikipedia.org/wiki/तपन_सिन्हा,Yes,Yes,No,Yes,No,No,No,Yes,11
अनिल कपूर,https://hi.wikipedia.org/wiki/अनिल_कपूर,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,39
तेजल शाह,https://hi.wikipedia.org/wiki/तेजल_शाह,No,Yes,No,No,No,No,No,No,1
उमर फ़ैयाज़ परे,https://hi.wikipedia.org/wiki/उमर_फ़ैयाज़_परे,Yes,No,No,No,No,No,No,No,1
समय राज ठक्कर,https://hi.wikipedia.org/wiki/समय_राज_ठक्कर,Yes,No,No,No,No,No,No,No,1
विनोद कुमार सोनकर,https://hi.wikipedia.org/wiki/विनोद_कुमार_सोनकर,Yes,No,No,No,No,No,No,No,1
बीरेंद्र नारायण चक्रवर्ती,https://hi.wikipedia.org/wiki/बीरेंद्र_नारायण_चक्रवर्ती,Yes,No,No,No,No,No,No,No,1
रतन लाल कटारिया,https://hi.wikipedia.org/wiki/रतन_लाल_कटारिया,No,No,No,No,No,No,No,No,0
यामी गौतम,https://hi.wikipedia.org/wiki/यामी_गौतम,Yes,No,No,Yes,No,No,No,Yes,24
दिनेश कश्यप,https://hi.wikipedia.org/wiki/दिनेश_कश्यप,Yes,No,No,No,No,No,No,No,2
नारायण रामचन्द्रन,https://hi.wikipedia.org/wiki/नारायण_रामचन्द्रन,Yes,Yes,No,No,No,No,No,No,2
राघव लॉरेंस,https://hi.wikipedia.org/wiki/राघव_लॉरेंस,Yes,No,No,No,No,No,No,No,10
आफ़ताब शबान मिरानी,https://hi.wikipedia.org/wiki/आफ़ताब_शबान_मिरानी,Yes,No,No,No,No,No,No,Yes,4
गुल बर्धन,https://hi.wikipedia.org/wiki/गुल_बर्धन,Yes,No,No,No,No,No,No,No,2
सहिब्ज़ादा फ़ारूक़ अली,https://hi.wikipedia.org/wiki/सहिब्ज़ादा_फ़ारूक़_अली,Yes,No,No,No,No,No,No,Yes,2
नरेन्द्र शर्मा,https://hi.wikipedia.org/wiki/नरेन्द्र_शर्मा,Yes,No,No,No,No,No,No,No,2
वसंत पुरुषोत्तम काले,https://hi.wikipedia.org/wiki/वसंत_पुरुषोत्तम_काले,Yes,No,No,No,No,No,No,No,2
मुकुल वासनिक,https://hi.wikipedia.org/wiki/मुकुल_वासनिक,Yes,No,No,No,No,No,No,No,3
अनिल अंबानी,https://hi.wikipedia.org/wiki/अनिल_अंबानी,Yes,Yes,Yes,Yes,No,Yes,Yes,No,24
वैष्णवी महन्त,https://hi.wikipedia.org/wiki/वैष्णवी_महन्त,Yes,No,No,No,No,No,No,Yes,5
जिनी श्रीवास्तव,https://hi.wikipedia.org/wiki/जिनी_श्रीवास्तव,No,No,No,No,No,No,No,No,0
गुरूदयाल सिंह ढिल्लों,https://hi.wikipedia.org/wiki/गुरूदयाल_सिंह_ढिल्लों,Yes,No,No,No,No,Yes,No,No,5
दिनेश डिसूज़ा,https://hi.wikipedia.org/wiki/दिनेश_डिसूज़ा,Yes,Yes,Yes,No,Yes,No,Yes,No,11
प्रवीण तिवारी,https://hi.wikipedia.org/wiki/प्रवीण_तिवारी,No,No,No,No,No,No,No,No,0
कार्ल बेन्ज़,https://hi.wikipedia.org/wiki/कार्ल_बेन्ज़,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91
बुतरस घाली,https://hi.wikipedia.org/wiki/बुतरस_घाली,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,77
आशा देवी आर्ययानाकम,https://hi.wikipedia.org/wiki/आशा_देवी_आर्ययानाकम,Yes,No,No,No,No,No,No,No,2
श्रीदेवी,https://hi.wikipedia.org/wiki/श्रीदेवी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56
मक़बूल भट्ट,https://hi.wikipedia.org/wiki/मक़बूल_भट्ट,Yes,No,No,No,No,No,No,Yes,3
जसु पटेल,https://hi.wikipedia.org/wiki/जसु_पटेल,Yes,No,No,No,No,No,No,No,4
जेम्स डिकी,https://hi.wikipedia.org/wiki/जेम्स_डिकी,Yes,Yes,Yes,Yes,No,Yes,No,No,13
बिंदेश्वरी गोयल,https://hi.wikipedia.org/wiki/बिंदेश्वरी_गोयल,Yes,No,No,No,No,No,No,No,3
रोशन लाल,https://hi.wikipedia.org/wiki/रोशन_लाल,No,No,No,No,No,No,No,No,0
कुमार विश्वास,https://hi.wikipedia.org/wiki/कुमार_विश्वास,Yes,No,No,No,No,No,No,No,6
आना दे अर्मास,https://hi.wikipedia.org/wiki/आना_दे_अर्मास,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,29
बिशन सिंह बेदी,https://hi.wikipedia.org/wiki/बिशन_सिंह_बेदी,Yes,No,No,No,No,No,No,Yes,11
लक्ष्य सेन,https://hi.wikipedia.org/wiki/लक्ष्य_सेन,Yes,No,No,No,No,No,No,No,4
सुरेन्द्र चौधरी,https://hi.wikipedia.org/wiki/सुरेन्द्र_चौधरी,No,No,No,No,No,No,No,No,0
श्याम पाठक,https://hi.wikipedia.org/wiki/श्याम_पाठक,Yes,No,No,No,No,No,No,No,2
रज़ाक ख़ान,https://hi.wikipedia.org/wiki/रज़ाक_ख़ान,Yes,No,Yes,No,No,No,No,Yes,6
दिशा पटानी,https://hi.wikipedia.org/wiki/दिशा_पटानी,Yes,No,Yes,No,Yes,Yes,No,Yes,23
दीप नारायण सिंह (दीपक यादव),https://hi.wikipedia.org/wiki/दीप_नारायण_सिंह_(दीपक_यादव),No,No,No,No,No,No,No,No,0
उपेन्द्र कुशवाहा,https://hi.wikipedia.org/wiki/उपेन्द्र_कुशवाहा,Yes,No,No,No,No,No,No,No,3
प्रियामणि,https://hi.wikipedia.org/wiki/प्रियामणि,Yes,No,Yes,No,Yes,No,No,Yes,20
जोज़फ़ गोस्लाव्सकी,https://hi.wikipedia.org/wiki/जोज़फ़_गोस्लाव्सकी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,48
आशुतोष गोवरिकर,https://hi.wikipedia.org/wiki/आशुतोष_गोवरिकर,Yes,Yes,Yes,Yes,No,No,No,Yes,17
डीन माइनर्स,https://hi.wikipedia.org/wiki/डीन_माइनर्स,Yes,No,No,No,No,No,No,No,2
दाउद इब्राहिम,https://hi.wikipedia.org/wiki/दाउद_इब्राहिम,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,17
राजीव महर्षि,https://hi.wikipedia.org/wiki/राजीव_महर्षि,Yes,No,No,No,No,No,No,No,2
ममता कालिया,https://hi.wikipedia.org/wiki/ममता_कालिया,No,No,No,No,No,No,No,No,2
एम॰ वसंती,https://hi.wikipedia.org/wiki/एम॰_वसंती,Yes,No,No,No,No,No,No,No,1
बंदीप सिंह,https://hi.wikipedia.org/wiki/बंदीप_सिंह,Yes,No,No,No,No,No,No,No,1
पॉल टिब्बेत्स,https://hi.wikipedia.org/wiki/पॉल_टिब्बेत्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
शरद त्रिपाठी,https://hi.wikipedia.org/wiki/शरद_त्रिपाठी,Yes,No,No,No,No,No,No,No,1
मेहरचद खन्ना,https://hi.wikipedia.org/wiki/मेहरचद_खन्ना,Yes,Yes,No,No,No,No,No,No,2
दलवीर सिंह,https://hi.wikipedia.org/wiki/दलवीर_सिंह,No,No,No,No,No,No,No,No,0
पनमना रामचंद्रन नायर,https://hi.wikipedia.org/wiki/पनमना_रामचंद्रन_नायर,No,No,No,No,No,No,No,No,0
चन्द्रकान्त खरे,https://hi.wikipedia.org/wiki/चन्द्रकान्त_खरे,Yes,No,No,No,No,No,No,No,3
अचला सचदेव,https://hi.wikipedia.org/wiki/अचला_सचदेव,Yes,No,No,No,No,No,No,No,9
हान्नेस आल्फवेन,https://hi.wikipedia.org/wiki/हान्नेस_आल्फवेन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,57
राशी खन्ना,https://hi.wikipedia.org/wiki/राशी_खन्ना,Yes,No,No,No,No,No,No,Yes,12
हरमन वॉन ऑलफन,https://hi.wikipedia.org/wiki/हरमन_वॉन_ऑलफन,No,No,No,No,No,No,No,No,0
डी॰ पुरंदेश्वरी,https://hi.wikipedia.org/wiki/डी॰_पुरंदेश्वरी,Yes,No,No,No,No,No,No,No,2
त्रिलोकी नाथ कौल,https://hi.wikipedia.org/wiki/त्रिलोकी_नाथ_कौल,Yes,No,No,No,No,No,No,No,2
गोपी भल्ला,https://hi.wikipedia.org/wiki/गोपी_भल्ला,Yes,No,No,No,No,No,No,No,1
तेजाजी,https://hi.wikipedia.org/wiki/तेजाजी,Yes,No,No,No,No,No,No,No,1
राजेन्द्र कुमार (अभिनेता),https://hi.wikipedia.org/wiki/राजेन्द्र_कुमार_(अभिनेता),Yes,No,No,No,No,No,No,No,6
निकोल शेर्ज़िंगर,https://hi.wikipedia.org/wiki/निकोल_शेर्ज़िंगर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,60
अनिल गाँगुली,https://hi.wikipedia.org/wiki/अनिल_गाँगुली,Yes,No,No,No,No,No,No,No,3
हेलमट नेस्पिटल,https://hi.wikipedia.org/wiki/हेलमट_नेस्पिटल,No,No,No,No,No,No,No,No,0
सुज़ेन्न कॉलिंस,https://hi.wikipedia.org/wiki/सुज़ेन्न_कॉलिंस,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,48
विक्रम पण्डित,https://hi.wikipedia.org/wiki/विक्रम_पण्डित,Yes,Yes,No,No,No,No,No,No,5
नारायण हरी आपटे,https://hi.wikipedia.org/wiki/नारायण_हरी_आपटे,Yes,Yes,No,No,No,No,No,No,3
चन्द्रप्रकाश जोशी (भाजपा राजनीतिज्ञ),https://hi.wikipedia.org/wiki/चन्द्रप्रकाश_जोशी_(भाजपा_राजनीतिज्ञ),Yes,No,No,No,No,No,No,No,1
मोहम्मद रफीक तरार,https://hi.wikipedia.org/wiki/मोहम्मद_रफीक_तरार,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,28
के॰ परसुरमन,https://hi.wikipedia.org/wiki/के॰_परसुरमन,Yes,No,No,No,No,No,No,No,2
अब्राहम क्रैसक्स,https://hi.wikipedia.org/wiki/अब्राहम_क्रैसक्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,26
जिम लेकर,https://hi.wikipedia.org/wiki/जिम_लेकर,Yes,No,No,No,No,No,No,No,4
निशा रावल,https://hi.wikipedia.org/wiki/निशा_रावल,Yes,No,No,No,No,No,No,No,4
विव रिचर्ड्स,https://hi.wikipedia.org/wiki/विव_रिचर्ड्स,Yes,Yes,Yes,No,No,No,No,No,15
नीमा रुम्बा,https://hi.wikipedia.org/wiki/नीमा_रुम्बा,No,No,No,No,No,No,No,No,0
प्रदीप जैन,https://hi.wikipedia.org/wiki/प्रदीप_जैन,No,No,No,No,No,No,No,No,0
फ़र्गी,https://hi.wikipedia.org/wiki/फ़र्गी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,57
ग़ुलाम अली,https://hi.wikipedia.org/wiki/ग़ुलाम_अली,Yes,No,No,No,No,No,No,Yes,10
टोबी मैग्वायर,https://hi.wikipedia.org/wiki/टोबी_मैग्वायर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,68
फ़्लोरेन्स नाइटिंगेल,https://hi.wikipedia.org/wiki/फ़्लोरेन्स_नाइटिंगेल,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,101
एसएस पलन्निमनिक्कम,https://hi.wikipedia.org/wiki/एसएस_पलन्निमनिक्कम,No,No,No,No,No,No,No,No,0
किरनमय नन्दा,https://hi.wikipedia.org/wiki/किरनमय_नन्दा,No,No,No,No,No,No,No,No,0
विल्हेम वॉन हम्बोल्ट,https://hi.wikipedia.org/wiki/विल्हेम_वॉन_हम्बोल्ट,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,59
तसलीमुद्दीन,https://hi.wikipedia.org/wiki/तसलीमुद्दीन,Yes,No,No,No,No,No,No,No,2
रोशेल राव,https://hi.wikipedia.org/wiki/रोशेल_राव,Yes,No,No,No,No,Yes,No,No,3
दर्शन सिंह यादव,https://hi.wikipedia.org/wiki/दर्शन_सिंह_यादव,No,No,No,No,No,No,No,No,0
चिंतामणि मालवीय,https://hi.wikipedia.org/wiki/चिंतामणि_मालवीय,No,No,No,No,No,No,No,No,0
मनीष जयसवाल,https://hi.wikipedia.org/wiki/मनीष_जयसवाल,No,No,No,No,No,No,No,No,0
ट्यूलिप जोशी,https://hi.wikipedia.org/wiki/ट्यूलिप_जोशी,Yes,No,No,No,No,No,No,Yes,8
एलाइन ब्रे,https://hi.wikipedia.org/wiki/एलाइन_ब्रे,Yes,No,No,No,No,No,No,No,1
साँवर दइया,https://hi.wikipedia.org/wiki/साँवर_दइया,Yes,No,No,No,No,No,No,No,1
मौमा दास,https://hi.wikipedia.org/wiki/मौमा_दास,Yes,No,No,No,No,No,No,No,6
गोविन्दा,https://hi.wikipedia.org/wiki/गोविन्दा,Yes,No,Yes,Yes,No,Yes,No,Yes,31
बिस्मिल अज़ीमाबादी,https://hi.wikipedia.org/wiki/बिस्मिल_अज़ीमाबादी,Yes,No,No,No,No,No,No,No,1
हरिहर वैष्णव,https://hi.wikipedia.org/wiki/हरिहर_वैष्णव,No,No,No,No,No,No,No,No,0
भीमराव अम्बेडकर (राजनीतिज्ञ),https://hi.wikipedia.org/wiki/भीमराव_अम्बेडकर_(राजनीतिज्ञ),Yes,No,No,No,No,No,No,No,2
दर्शना जरदोश,https://hi.wikipedia.org/wiki/दर्शना_जरदोश,Yes,No,No,No,No,No,No,No,3
वी॰ पन्नीरसेल्वम,https://hi.wikipedia.org/wiki/वी॰_पन्नीरसेल्वम,Yes,No,No,No,No,No,No,No,2
ज्योति लक्ष्मी,https://hi.wikipedia.org/wiki/ज्योति_लक्ष्मी,Yes,No,No,No,No,No,Yes,No,6
डनिला कोज्लोव्सकी,https://hi.wikipedia.org/wiki/डनिला_कोज्लोव्सकी,Yes,Yes,Yes,Yes,Yes,No,Yes,No,23
आशुतोष राणा,https://hi.wikipedia.org/wiki/आशुतोष_राणा,Yes,No,No,No,No,No,No,Yes,9
निशा अधिकारी,https://hi.wikipedia.org/wiki/निशा_अधिकारी,Yes,No,Yes,No,No,No,No,No,6
जानकीवल्लभ शास्त्री,https://hi.wikipedia.org/wiki/जानकीवल्लभ_शास्त्री,Yes,No,No,No,No,No,No,No,1
निरंजन शाह,https://hi.wikipedia.org/wiki/निरंजन_शाह,No,No,No,No,No,No,No,No,0
पीयूष गोयल (लेखक),https://hi.wikipedia.org/wiki/पीयूष_गोयल_(लेखक),Yes,No,No,No,No,No,No,No,1
उमेश चन्द्र दत्त,https://hi.wikipedia.org/wiki/उमेश_चन्द्र_दत्त,Yes,No,No,No,No,No,No,No,2
बासुदेब दाशगुप्ता,https://hi.wikipedia.org/wiki/बासुदेब_दाशगुप्ता,No,No,No,No,No,No,No,No,0
ज्योतषना पी,https://hi.wikipedia.org/wiki/ज्योतषना_पी,No,No,No,No,No,No,No,No,0
नीलकंठ सिंह मुन्डा,https://hi.wikipedia.org/wiki/नीलकंठ_सिंह_मुन्डा,No,No,No,No,No,No,No,No,0
अब्दुल रशीद दार,https://hi.wikipedia.org/wiki/अब्दुल_रशीद_दार,No,No,No,No,No,No,No,No,0
सविता आम्बेडकर,https://hi.wikipedia.org/wiki/सविता_आम्बेडकर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,55
प्रभु लाल भटनागर,https://hi.wikipedia.org/wiki/प्रभु_लाल_भटनागर,Yes,No,Yes,No,No,No,No,No,4
फ्रैंक फकरुल इस्लाम,https://hi.wikipedia.org/wiki/फ्रैंक_फकरुल_इस्लाम,Yes,No,No,No,No,No,No,No,1
प्रभात झा,https://hi.wikipedia.org/wiki/प्रभात_झा,Yes,No,No,No,No,No,No,No,1
नरेन्द्र देव,https://hi.wikipedia.org/wiki/नरेन्द्र_देव,Yes,No,No,No,No,No,No,No,2
थिसारा परेरा,https://hi.wikipedia.org/wiki/थिसारा_परेरा,Yes,No,No,No,No,No,No,Yes,7
