वेद प्रकाश शर्मा,https://hi.wikipedia.org/wiki/वेद_प्रकाश_शर्मा,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Urdu Version,Other Lang count
उदय कुमार,https://hi.wikipedia.org/wiki/उदय_कुमार,Yes,No,No,No,No,No,No,No,3
मिचेल सैंटनर,https://hi.wikipedia.org/wiki/मिचेल_सैंटनर,Yes,No,No,No,No,No,No,No,4
विद्युत जामवाल,https://hi.wikipedia.org/wiki/विद्युत_जामवाल,Yes,No,Yes,No,No,No,No,No,12
राजेन्द्रसिंहजी जड़ेजा,https://hi.wikipedia.org/wiki/राजेन्द्रसिंहजी_जड़ेजा,Yes,No,No,No,No,No,No,No,2
सुसान इट्टिचेरिया,https://hi.wikipedia.org/wiki/सुसान_इट्टिचेरिया,Yes,No,No,No,No,No,No,No,7
केदारनाथ अग्रवाल,https://hi.wikipedia.org/wiki/केदारनाथ_अग्रवाल,Yes,No,No,No,No,No,No,No,1
प्रणब मुखर्जी,https://hi.wikipedia.org/wiki/प्रणब_मुखर्जी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,74
मनोज सिन्हा,https://hi.wikipedia.org/wiki/मनोज_सिन्हा,Yes,Yes,No,No,No,No,No,No,2
ऍल पचिनो,https://hi.wikipedia.org/wiki/ऍल_पचिनो,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,96
जोस इकेगारे,https://hi.wikipedia.org/wiki/जोस_इकेगारे,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,70
मुरली मोहन,https://hi.wikipedia.org/wiki/मुरली_मोहन,Yes,No,No,No,No,No,No,No,4
इन्द्र ठाकुर,https://hi.wikipedia.org/wiki/इन्द्र_ठाकुर,Yes,No,No,No,No,No,No,No,1
पृथ्वी नाथ धर,https://hi.wikipedia.org/wiki/पृथ्वी_नाथ_धर,Yes,No,No,No,No,No,No,No,4
बर्नी सैंडर्स,https://hi.wikipedia.org/wiki/बर्नी_सैंडर्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,101
गुरइकबाल कौर,https://hi.wikipedia.org/wiki/गुरइकबाल_कौर,No,No,No,No,No,No,No,No,0
ऐमिनैम,https://hi.wikipedia.org/wiki/ऐमिनैम,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,122
मोहम्मद शमी,https://hi.wikipedia.org/wiki/मोहम्मद_शमी,Yes,No,No,No,No,No,No,Yes,12
विक्रम बत्रा,https://hi.wikipedia.org/wiki/विक्रम_बत्रा,Yes,No,No,No,No,No,No,No,6
अमन हेयर,https://hi.wikipedia.org/wiki/अमन_हेयर,Yes,No,No,No,No,No,No,No,4
शफ़क़ नाज़,https://hi.wikipedia.org/wiki/शफ़क़_नाज़,Yes,No,No,No,No,No,No,No,6
बीबी जागीर कौर,https://hi.wikipedia.org/wiki/बीबी_जागीर_कौर,No,No,No,No,No,No,No,No,0
गोवर्धन उपाध्याय,https://hi.wikipedia.org/wiki/गोवर्धन_उपाध्याय,No,No,No,No,No,No,No,No,0
पद्मा बंदोपाध्याय,https://hi.wikipedia.org/wiki/पद्मा_बंदोपाध्याय,Yes,No,No,No,No,No,No,No,8
जगदीश राज,https://hi.wikipedia.org/wiki/जगदीश_राज,Yes,No,Yes,No,Yes,No,No,No,5
अक्कितम,https://hi.wikipedia.org/wiki/अक्कितम,Yes,No,No,No,No,No,No,No,4
रॉबिन उथप्पा,https://hi.wikipedia.org/wiki/रॉबिन_उथप्पा,Yes,No,Yes,No,No,No,No,No,10
राम करन आर्य,https://hi.wikipedia.org/wiki/राम_करन_आर्य,No,No,No,No,No,No,No,No,0
निर्मला पुतुल,https://hi.wikipedia.org/wiki/निर्मला_पुतुल,No,No,No,No,No,No,No,No,0
तलत हुसैन (अभिनेता),https://hi.wikipedia.org/wiki/तलत_हुसैन_(अभिनेता),Yes,No,No,No,No,No,No,Yes,4
हबर्ट सेसिल बूथ,https://hi.wikipedia.org/wiki/हबर्ट_सेसिल_बूथ,Yes,Yes,Yes,Yes,Yes,Yes,No,No,21
जिगर मुरादाबादी,https://hi.wikipedia.org/wiki/जिगर_मुरादाबादी,Yes,No,No,No,No,No,No,Yes,3
पीटर मार्क रोजेट,https://hi.wikipedia.org/wiki/पीटर_मार्क_रोजेट,Yes,Yes,No,No,Yes,No,Yes,No,16
अरुण बालाकृष्णन,https://hi.wikipedia.org/wiki/अरुण_बालाकृष्णन,No,No,No,No,No,No,No,No,0
नील माधव पंडा,https://hi.wikipedia.org/wiki/नील_माधव_पंडा,Yes,No,No,No,No,No,No,No,2
टुंडे जुहाज़,https://hi.wikipedia.org/wiki/टुंडे_जुहाज़,Yes,No,No,No,No,No,No,No,1
अन्ना हजारे,https://hi.wikipedia.org/wiki/अन्ना_हजारे,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46
एम थंबीदुरई,https://hi.wikipedia.org/wiki/एम_थंबीदुरई,Yes,No,No,No,No,No,No,No,4
सुरेश शर्मा,https://hi.wikipedia.org/wiki/सुरेश_शर्मा,No,No,No,No,No,No,No,No,0
केन्ज़ाबुरो ओए,https://hi.wikipedia.org/wiki/केन्ज़ाबुरो_ओए,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,77
उमर खान,https://hi.wikipedia.org/wiki/उमर_खान,Yes,No,No,No,Yes,No,Yes,Yes,6
सलमान ख़ान,https://hi.wikipedia.org/wiki/सलमान_ख़ान,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,70
अमृता प्रीतम,https://hi.wikipedia.org/wiki/अमृता_प्रीतम,Yes,Yes,Yes,No,Yes,No,No,Yes,31
परवीण राणा,https://hi.wikipedia.org/wiki/परवीण_राणा,Yes,No,No,No,No,No,No,No,4
राजकिशोर सिंह,https://hi.wikipedia.org/wiki/राजकिशोर_सिंह,No,No,No,No,No,No,No,No,0
बलविंदर सिंह भुंडर,https://hi.wikipedia.org/wiki/बलविंदर_सिंह_भुंडर,No,No,No,No,No,No,No,No,0
ब्रूस विलिस,https://hi.wikipedia.org/wiki/ब्रूस_विलिस,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,96
उहुरु कीनियाता,https://hi.wikipedia.org/wiki/उहुरु_कीनियाता,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46
जेम्स क्लर्क मैक्सवेल,https://hi.wikipedia.org/wiki/जेम्स_क्लर्क_मैक्सवेल,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,119
एमिलिया क्लार्क,https://hi.wikipedia.org/wiki/एमिलिया_क्लार्क,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,58
किरण बेदी,https://hi.wikipedia.org/wiki/किरण_बेदी,Yes,No,Yes,No,Yes,Yes,No,No,19
राजेन्द्र यादव,https://hi.wikipedia.org/wiki/राजेन्द्र_यादव,Yes,No,No,No,No,No,No,No,7
टिस्का चोपड़ा,https://hi.wikipedia.org/wiki/टिस्का_चोपड़ा,Yes,No,No,No,Yes,No,No,Yes,15
अभिषेक शर्मा,https://hi.wikipedia.org/wiki/अभिषेक_शर्मा,Yes,No,No,No,No,No,No,No,1
करेन प्राइस,https://hi.wikipedia.org/wiki/करेन_प्राइस,Yes,No,No,No,Yes,No,No,No,2
मौसम नूर,https://hi.wikipedia.org/wiki/मौसम_नूर,Yes,No,No,No,No,No,No,No,2
कृष्ण कांत पॉल,https://hi.wikipedia.org/wiki/कृष्ण_कांत_पॉल,Yes,No,No,No,No,No,No,No,1
सुरेन्द्र कुमार सिन्हा,https://hi.wikipedia.org/wiki/सुरेन्द्र_कुमार_सिन्हा,Yes,No,No,No,No,No,No,Yes,4
डायने अरबस,https://hi.wikipedia.org/wiki/डायने_अरबस,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,31
मोहन गोखले,https://hi.wikipedia.org/wiki/मोहन_गोखले,Yes,No,No,No,No,No,No,No,2
वेंकटाचर कल्पना,https://hi.wikipedia.org/wiki/वेंकटाचर_कल्पना,Yes,No,No,No,No,No,No,No,3
अनुषा रिज़वी,https://hi.wikipedia.org/wiki/अनुषा_रिज़वी,Yes,No,No,No,No,No,No,No,2
शाज़ तमकनत,https://hi.wikipedia.org/wiki/शाज़_तमकनत,No,No,No,No,No,No,No,Yes,1
हमीदा हबीबुल्ला,https://hi.wikipedia.org/wiki/हमीदा_हबीबुल्ला,Yes,No,No,No,No,No,No,No,2
मियां अमीनुद्दीन,https://hi.wikipedia.org/wiki/मियां_अमीनुद्दीन,No,No,No,No,No,No,No,No,0
सरवन सिंह,https://hi.wikipedia.org/wiki/सरवन_सिंह,No,No,No,No,No,No,No,No,0
आर॰पी॰ मरुतराजा,https://hi.wikipedia.org/wiki/आर॰पी॰_मरुतराजा,Yes,No,No,No,No,No,No,No,2
माल्ती देवी,https://hi.wikipedia.org/wiki/माल्ती_देवी,Yes,No,No,No,No,No,No,No,1
राज सिन्हा,https://hi.wikipedia.org/wiki/राज_सिन्हा,No,No,No,No,No,No,No,No,0
रोहित सक्सेना,https://hi.wikipedia.org/wiki/रोहित_सक्सेना,No,No,No,No,No,No,No,No,0
नेहा बम्ब,https://hi.wikipedia.org/wiki/नेहा_बम्ब,Yes,No,No,No,No,No,No,No,5
सुरेश चव्हाणके,https://hi.wikipedia.org/wiki/सुरेश_चव्हाणके,Yes,No,No,No,No,No,No,No,1
आसिया,https://hi.wikipedia.org/wiki/आसिया,No,No,No,No,No,No,No,No,0
अजायब सिंह भाटी,https://hi.wikipedia.org/wiki/अजायब_सिंह_भाटी,No,No,No,No,No,No,No,No,0
एडमण्ड फेल्प्स,https://hi.wikipedia.org/wiki/एडमण्ड_फेल्प्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,47
रणजीत सुमन,https://hi.wikipedia.org/wiki/रणजीत_सुमन,No,No,No,No,No,No,No,No,0
ऋषिकेश मुखर्जी,https://hi.wikipedia.org/wiki/ऋषिकेश_मुखर्जी,Yes,Yes,Yes,Yes,Yes,No,No,Yes,16
सुबिमल बसाक,https://hi.wikipedia.org/wiki/सुबिमल_बसाक,Yes,No,No,No,No,No,No,No,4
गोविन्द शंकर कुरुप,https://hi.wikipedia.org/wiki/गोविन्द_शंकर_कुरुप,Yes,No,No,No,No,No,No,No,11
बी॰ टी॰ रणदिवे,https://hi.wikipedia.org/wiki/बी॰_टी॰_रणदिवे,Yes,No,No,No,No,Yes,No,No,7
हनुमान बेनीवाल,https://hi.wikipedia.org/wiki/हनुमान_बेनीवाल,Yes,No,No,No,No,No,No,No,1
क्रिस एंजल,https://hi.wikipedia.org/wiki/क्रिस_एंजल,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39
अश्विनी कुमार शर्मा,https://hi.wikipedia.org/wiki/अश्विनी_कुमार_शर्मा,No,No,No,No,No,No,No,No,0
सेबस्तियन वेट्टल,https://hi.wikipedia.org/wiki/सेबस्तियन_वेट्टल,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,80
जेम्स बॉन,https://hi.wikipedia.org/wiki/जेम्स_बॉन,Yes,Yes,Yes,No,Yes,No,Yes,No,8
यलवर्ती नायुदम्मा,https://hi.wikipedia.org/wiki/यलवर्ती_नायुदम्मा,Yes,No,No,No,No,No,No,No,2
अली अनवर अंसारी,https://hi.wikipedia.org/wiki/अली_अनवर_अंसारी,No,No,No,No,No,No,No,No,0
कुरुष देबू,https://hi.wikipedia.org/wiki/कुरुष_देबू,Yes,No,No,No,No,No,No,No,2
माइक ड्यूक,https://hi.wikipedia.org/wiki/माइक_ड्यूक,Yes,Yes,Yes,Yes,No,Yes,No,No,7
अजीत,https://hi.wikipedia.org/wiki/अजीत,Yes,No,No,No,No,No,No,Yes,4
सत्यनारायण पटेल,https://hi.wikipedia.org/wiki/सत्यनारायण_पटेल,Yes,No,No,No,No,No,No,No,2
जयपाल सिंह मुंडा,https://hi.wikipedia.org/wiki/जयपाल_सिंह_मुंडा,Yes,No,No,Yes,No,No,No,No,9
शेरोन स्टोन,https://hi.wikipedia.org/wiki/शेरोन_स्टोन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,67
बंकिमचन्द्र चट्टोपाध्याय,https://hi.wikipedia.org/wiki/बंकिमचन्द्र_चट्टोपाध्याय,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,29
मीर ज़फ़रुल्लाह ख़ान जमाली,https://hi.wikipedia.org/wiki/मीर_ज़फ़रुल्लाह_ख़ान_जमाली,Yes,Yes,Yes,Yes,No,No,Yes,Yes,20
साध्वी कनकप्रभा,https://hi.wikipedia.org/wiki/साध्वी_कनकप्रभा,Yes,No,No,No,No,No,No,No,1
सुलक्षणा नाईक,https://hi.wikipedia.org/wiki/सुलक्षणा_नाईक,Yes,No,No,No,No,No,No,No,6
यूसुफ हारून,https://hi.wikipedia.org/wiki/यूसुफ_हारून,Yes,No,No,No,No,No,No,Yes,2
ऋषिकेश मुळगावकर,https://hi.wikipedia.org/wiki/ऋषिकेश_मुळगावकर,Yes,No,No,No,No,No,No,No,2
विन्नी अरोड़ा,https://hi.wikipedia.org/wiki/विन्नी_अरोड़ा,Yes,No,No,No,No,No,No,No,2
एना कोर्निकोवा,https://hi.wikipedia.org/wiki/एना_कोर्निकोवा,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,67
नवनी परिहार,https://hi.wikipedia.org/wiki/नवनी_परिहार,Yes,No,No,No,No,No,No,No,1
पुनीता अरोड़ा,https://hi.wikipedia.org/wiki/पुनीता_अरोड़ा,Yes,No,No,No,No,No,No,No,5
राय आनंद कृष्ण,https://hi.wikipedia.org/wiki/राय_आनंद_कृष्ण,Yes,No,No,No,No,No,No,No,1
विपुल अमृतलाल शाह,https://hi.wikipedia.org/wiki/विपुल_अमृतलाल_शाह,Yes,No,Yes,No,No,No,No,No,4
जनार्दन द्विवेदी,https://hi.wikipedia.org/wiki/जनार्दन_द्विवेदी,No,No,No,No,No,No,No,No,0
बाबू लाल,https://hi.wikipedia.org/wiki/बाबू_लाल,No,No,No,No,No,No,No,No,0
मंजिरी प्रभु,https://hi.wikipedia.org/wiki/मंजिरी_प्रभु,Yes,No,No,No,No,No,No,No,1
गोकुलभाई भट्ट,https://hi.wikipedia.org/wiki/गोकुलभाई_भट्ट,Yes,No,No,No,No,No,No,No,1
सी॰ एल॰ रुआला,https://hi.wikipedia.org/wiki/सी॰_एल॰_रुआला,Yes,No,No,No,No,No,No,No,1
मीना कुमारी,https://hi.wikipedia.org/wiki/मीना_कुमारी,Yes,Yes,Yes,Yes,Yes,No,No,Yes,26
चैतन्य बिश्नोई,https://hi.wikipedia.org/wiki/चैतन्य_बिश्नोई,Yes,No,No,No,No,No,No,No,1
भगवत शरन गंगवार,https://hi.wikipedia.org/wiki/भगवत_शरन_गंगवार,No,No,No,No,No,No,No,No,0
किलियन मर्फ़ी,https://hi.wikipedia.org/wiki/किलियन_मर्फ़ी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52
उमेश पाण्‍डेय,https://hi.wikipedia.org/wiki/उमेश_पाण्‍डेय,No,No,No,No,No,No,No,No,0
पौला पैटन,https://hi.wikipedia.org/wiki/पौला_पैटन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34
जगरनाथ लछमन,https://hi.wikipedia.org/wiki/जगरनाथ_लछमन,Yes,Yes,No,No,Yes,No,No,No,4
आरती मेहरा,https://hi.wikipedia.org/wiki/आरती_मेहरा,Yes,No,No,No,No,No,Yes,No,2
टिकैत उमराँव सिंह,https://hi.wikipedia.org/wiki/टिकैत_उमराँव_सिंह,No,No,No,No,No,No,No,No,0
रौशन इर्शाद,https://hi.wikipedia.org/wiki/रौशन_इर्शाद,Yes,No,Yes,No,Yes,No,Yes,Yes,7
नजीबुल्लाह जादरान,https://hi.wikipedia.org/wiki/नजीबुल्लाह_जादरान,Yes,No,No,No,No,No,No,No,3
अजीत चंडीला,https://hi.wikipedia.org/wiki/अजीत_चंडीला,Yes,No,No,No,No,No,No,No,3
शेर शाह सूरी,https://hi.wikipedia.org/wiki/शेर_शाह_सूरी,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,38
अमीय चक्रवर्ती,https://hi.wikipedia.org/wiki/अमीय_चक्रवर्ती,Yes,No,No,No,No,No,No,No,4
रामकुमार पाहन,https://hi.wikipedia.org/wiki/रामकुमार_पाहन,No,No,No,No,No,No,No,No,0
हेरियट टूबमेन,https://hi.wikipedia.org/wiki/हेरियट_टूबमेन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,70
उदय लाल मौर्य,https://hi.wikipedia.org/wiki/उदय_लाल_मौर्य,No,No,No,No,No,No,No,No,0
नारायण प्रसाद सिंह,https://hi.wikipedia.org/wiki/नारायण_प्रसाद_सिंह,No,No,No,No,No,No,No,No,0
माची तवारा,https://hi.wikipedia.org/wiki/माची_तवारा,Yes,Yes,Yes,Yes,No,No,No,No,10
सांवर दइया,https://hi.wikipedia.org/wiki/सांवर_दइया,Yes,No,No,No,No,No,No,No,1
मनोज खंडेरिया,https://hi.wikipedia.org/wiki/मनोज_खंडेरिया,Yes,No,No,No,No,No,No,No,2
पूनम यादव (क्रिकेटर),https://hi.wikipedia.org/wiki/पूनम_यादव_(क्रिकेटर),Yes,No,No,No,No,No,No,No,4
अजित वाडेकर,https://hi.wikipedia.org/wiki/अजित_वाडेकर,Yes,No,No,No,No,No,No,Yes,9
आरिफ अनवर हाशिमी,https://hi.wikipedia.org/wiki/आरिफ_अनवर_हाशिमी,No,No,No,No,No,No,No,No,0
रामचन्‍द्र यादव,https://hi.wikipedia.org/wiki/रामचन्‍द्र_यादव,No,No,No,No,No,No,No,No,0
मोहम्मद अकबर लोन,https://hi.wikipedia.org/wiki/मोहम्मद_अकबर_लोन,No,No,No,No,No,No,No,No,0
हर्षिका पूनच्चा,https://hi.wikipedia.org/wiki/हर्षिका_पूनच्चा,Yes,No,No,No,No,No,No,Yes,3
शिवकुमार मिश्र,https://hi.wikipedia.org/wiki/शिवकुमार_मिश्र,Yes,No,No,No,No,No,No,No,2
